Date,Open,High,Low,Close,Volume
2023-01-01,99.83482200629756,101.69221695531247,98.5339590179769,100.0,157196
2023-01-02,100.53156682324284,102.36109505158922,100.22075866143044,101.09342830602246,404604
2023-01-03,100.14774399282176,102.29281790615944,98.91845787716326,100.91496948997384,347287
2023-01-04,101.99079941464319,103.59066857069377,100.45480527400439,102.32311384069256,140449
2023-01-05,106.47717392557537,106.37906719566365,103.5042432422355,105.5422601021335,133642
2023-01-06,104.78172408051472,106.81883450888063,103.11471168463252,105.15354083465878,380387
2023-01-07,104.80566024792472,105.7313513849333,104.01531346459983,104.76628777422427,129105
2023-01-08,108.61927124574697,108.76037697024609,107.15824477339645,108.18001934772228,428744
2023-01-09,109.64874669954412,111.56289638797723,108.53167039764179,109.94862144402752,382496
2023-01-10,110.0549410722394,109.86098546770705,107.00568197249487,109.02620883473496,132539
2023-01-11,111.33862832737657,112.42613872602907,108.92544774561473,110.31830033591743,133935
2023-01-12,108.86301872643422,111.51866512881297,107.99503745080523,109.40614959192008,494655
2023-01-13,108.49051121113652,110.52785768293326,106.60842902733854,108.4964817597417,249708
2023-01-14,108.69541626713686,110.28160083369241,107.65761254138232,109.13001934517165,248256
2023-01-15,104.61111613917792,105.61289810735897,103.58998157664477,105.06322316227201,425119
2023-01-16,100.60325286328546,103.46547133945566,100.4509384682256,101.5437778419563,478899
2023-01-17,100.72361735091253,101.65141189747644,99.45075383980894,100.5033856207473,494400
2023-01-18,98.57331119408782,100.49008893883037,96.6636521806185,98.56802987325476,401351
2023-01-19,98.39545426672676,101.21763411180015,97.85827820002147,99.28609271246484,250503
2023-01-20,97.15029183125357,99.318786343911,96.54674235220729,97.58229555423031,133400
2023-01-21,95.69864214134377,95.81743097237701,93.74148216453513,94.92356110586387,410858
2023-01-22,97.2915546473679,98.85492556947895,97.1014402876947,97.80097667649892,323361
2023-01-23,96.7650040908036,99.1886809484813,96.47092781156047,97.45715479921562,269688
2023-01-24,97.66562768539636,98.63904901615619,95.97125616498016,97.68623408796651,462541
2023-01-25,95.92309393264685,95.71688446410826,93.20090837327788,95.0003546253574,144478
2023-01-26,93.57577303670337,95.31692851524663,93.08620269012546,94.06102394234655,297050
2023-01-27,94.68862194542017,96.16065978133352,92.51400531946153,94.36375481361783,104541
2023-01-28,92.76875296689462,93.71081224268771,91.25104171183479,92.2858770537929,287464
2023-01-29,92.5832255066252,94.33280086846113,92.52279437492042,93.07159535345475,122521
2023-01-30,92.46674979224389,92.6410235367684,91.00024333353478,92.04661892677316,147527
2023-01-31,91.35945134147318,92.90472086317713,90.30299877901841,91.60167707708908,147010
2023-02-01,90.8306462285991,92.38923523472063,89.65325460658971,90.59093205839444,359684
2023-02-02,94.28865117770448,94.7052999999857,92.80315927796966,94.03751513377476,398417
2023-02-03,94.17350010780467,95.30836883623907,92.9942329610614,94.10616773939739,333347
2023-02-04,91.45394769833932,93.88411152069914,91.66752126945468,92.20953146513443,484869
2023-02-05,94.44782330348693,95.33023287303199,92.4856517463624,93.81867061568087,249948
2023-02-06,91.29332190835949,93.03776620244895,91.1102852516332,91.62173072089902,214284
2023-02-07,91.51867299754758,93.52700220947051,91.50484840148675,92.09608133279842,447439
2023-02-08,87.7650685597958,89.49916016878598,87.06718988310853,88.57861863184547,189438
2023-02-09,86.47112660958776,87.12590790174701,84.67773814798687,86.31421954052708,485289
2023-02-10,87.04841221555469,88.22713841842396,85.13668761422431,86.74037223870414,104861
2023-02-11,87.25635831058908,89.61941559699626,86.37012811960068,88.10820993163573,487951
2023-02-12,88.51970149280803,90.09180503346174,86.85370186576162,88.49829719146156,117263
2023-02-13,87.89864440166427,90.03472427175197,87.51994354240348,88.38210196736348,456457
2023-02-14,88.19356531400064,89.05242998427585,86.27337877578587,87.93824051880439,311080
2023-02-15,84.86945610401223,86.49557185063286,84.12602144124428,85.42580631129775,497185
2023-02-16,84.60321654955453,85.71199464304331,83.66384803384264,84.28136667919632,129518
2023-02-17,83.39982874590987,84.82207796313897,81.9465783191194,83.58918274263719,321541
2023-02-18,86.18633623967618,86.76689313532702,84.77507399016051,85.44005158435415,487721
2023-02-19,85.48838615958847,87.57114769452954,84.75448258030004,86.11266692365965,309239
2023-02-20,82.89803179397478,84.68841409329896,81.6465332617597,83.16237779714754,351759
2023-02-21,83.13687293282281,84.6282765987368,82.98451798247946,83.78457204496087,378299
2023-02-22,83.92996373412828,84.10805046117807,82.34375437450286,83.22307753567026,281816
2023-02-23,82.79978183767905,82.70633887993081,81.61765252568578,82.17958997086465,351023
2023-02-24,82.864005643282,84.40572706258774,82.51988206391661,83.26711569307237,333725
2023-02-25,85.33953831572231,85.53854939858478,84.39125284248313,85.0673499391489,460463
2023-02-26,87.28714499951694,87.77629973178897,85.36905281373687,86.73684792477265,118178
2023-02-27,85.46201051511802,86.48946731404307,83.88762211068699,85.36776311894609,212385
2023-02-28,84.97555712823716,85.71484006034606,84.18288316284365,84.92519550496277,480164
2023-03-01,85.13096462809554,86.75902540537722,84.89696376437847,85.57277293397959,456105
2023-03-02,86.61727773534416,87.80454034210598,86.87887050426839,87.32794773991542,282262
2023-03-03,87.26617548594987,87.05976465915519,85.38265872522801,86.57836963163798,348053
2023-03-04,87.03493663699551,87.84057707108087,85.09841760125609,86.34346697112899,210952
2023-03-05,84.74430737089165,85.39855705629967,83.81325657058451,84.51931449235823,175248
2023-03-06,82.3159183938928,83.15208469668758,81.35230933678446,82.58178252968027,285479
2023-03-07,83.75301382951407,85.08446906908341,83.49907674641258,84.00636092750409,241340
2023-03-08,86.75933450016745,87.79842205502851,85.75374667539535,86.36902307532058,333462
2023-03-09,87.01666176397126,87.04213892475504,85.15991542830915,86.33100322134733,131093
2023-03-10,88.83248804743785,89.41442197132362,87.37989305669076,88.15005426138157,489757
2023-03-11,89.37325210762056,89.43392768913941,88.10416231274965,88.87576902025934,494484
2023-03-12,88.06739301925313,88.32510290585113,86.19741769058781,87.81793450326577,379264
2023-03-13,87.8040837017673,89.68889122736645,87.96837008141011,88.54049275005517,314438
2023-03-14,90.73438159336094,92.55019295877698,90.21789327612358,91.35260355205521,223811
2023-03-15,92.10688579591053,92.7091034421637,90.6837367692682,91.37850011665424,425518
2023-03-16,94.53016215884708,95.82839741790791,92.89563811770772,94.32937442647734,373892
2023-03-17,88.60297149712807,91.23854015462588,88.89368803715361,89.48132546439157,165046
2023-03-18,90.31605109277695,92.20198678857743,89.75237496180338,91.04170529973592,464370
2023-03-19,91.58977087784369,92.18994798085899,89.48026111068886,91.29124527571057,429014
2023-03-20,89.93743098052938,92.37426463267558,90.25349675083109,90.83660145357388,479919
2023-03-21,90.47617480077818,91.91968198731242,89.39699516439552,91.09414279677198,390287
2023-03-22,87.64946583589928,88.57851199229313,86.23224308629155,87.56411920906717,345366
2023-03-23,87.60189809235008,87.80601046691432,86.76527182499376,87.26697582080654,267297
2023-03-24,88.2449089910915,88.45086754201463,87.4724559372662,87.97752547949578,473091
2023-03-25,90.16594462250674,92.42845312446117,89.63248279052308,90.66593222452012,446425
2023-03-26,90.19795431947006,91.39216915612043,88.87171695900655,89.81680910706493,118087
2023-03-27,87.98947064554812,89.81999976642628,87.28021763053879,88.45429960426517,110546
2023-03-28,87.34901039938345,88.63108024355778,86.28752179961579,87.6551025466339,250585
2023-03-29,89.78801904684626,90.02654008050183,88.0010805429063,89.34755097915216,424221
2023-03-30,90.29377278213747,90.68572963528216,89.13201910812532,90.02436066072674,494910
2023-03-31,89.783297635192,89.94103828977418,88.38357937670048,89.16055854843499,160166
2023-04-01,90.44920660353448,91.35862344003553,89.43227433005545,90.1649833274056,337652
2023-04-02,90.55375144756276,91.85167513549433,89.69268405468435,90.43020822310163,252356
2023-04-03,91.52268062074023,93.64766773538248,90.55332039257424,92.27253379508781,487965
2023-04-04,90.82826164728962,91.90694833112717,89.9232148716449,91.06920197226802,436847
2023-04-05,90.13819079141712,92.31342866774936,88.83039393645382,90.5634725700967,435331
2023-04-06,89.48329152165236,91.38908067560526,88.88634699673474,89.94382252325289,287477
2023-04-07,88.22791647308436,88.56485636426353,86.23191576033179,87.40108377067769,265927
2023-04-08,87.81794845027423,89.2536675096796,87.41783819984269,88.00610951728672,209362
2023-04-09,89.24794751851522,89.55372929985715,87.24865454831045,88.55360480427458,122550
2023-04-10,88.88372667925259,89.42389558010693,87.03386241339459,88.65121470945287,445888
